service_rh;id_nat_frt;cle_frt_mini;surface_cadastrale;domanial;cadre_legal_gestion;date_expiration_contrat;code_chorus;classement_agricole;type_copropriete;proprio_categorie;proprio_cclient;proprio_mot_dir;libelle_article;libelle_strict;libelle_usage;representant_categorie;representant_cclient;representant_mot_dir;representant_commentaire;representant_lib;representant_cp;representant_commune;regroupement_id_nat_frt;regroupement_libelle;foret_commentaire;departement_majoritaire;date_debut_validite;date_fin_validite
8015;F08700P;DFOUCHYU;92.9118;OUI;RF;;172780/344461;;X;1;11007001800012;MINAGRI;de;fouchy-urbeis;Forêt domaniale de Fouchy-Urbeis;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08273E;DHOHWAUN;408.1407;OUI;RF;;173450/343607;;X;1;11007001800012;MINAGRI;du;hohwald ungersberg;Forêt domaniale du Hohwald Ungersberg;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08732V;DHOHWAZU;503.2115;OUI;RF;;173466/344475;;X;1;11007001800012;MINAGRI;du;hohwald zundelkopf;Forêt domaniale du Hohwald Zundelkopf;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F09012P;DHONCOUR;171.9675;OUI;RF;;172973/344364;;X;1;11007001800012;MINAGRI;d';honcourt;Forêt domaniale d'Honcourt;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08283O;DIEFFENV;37.0081;NON;RF;;;PLAINE;X;21;21670092200018;CFODIEFFEN;de;dieffenbach-au-val;Forêt communale de Dieffenbach-Au-Val;2;21670092200018;CFODIEFFEN;;COMMUNE de DIEFFENBACH-AU-VAL ;67220;DIEFFENBACH-AU-VAL;;;;67;01/01/1964;31/12/9999
8015;F08701Q;DIMBSTHA;14.62;NON;RF;;;MONTAGNE;X;21;21670096300012;CFODIMBSTH;de;dimbsthal;Forêt communale de Dimbsthal;2;21670096300012;CFODIMBSTH;;COMMUNE de DIMBSTHAL ;67440;DIMBSTHAL;;;;67;01/01/1964;31/12/9999
8015;F08471U;DINSHEIM;365.2215;NON;RF;;;MONTAGNE;X;21;21670098900017;CFODINSHEI;de;dinsheim-sur-bruche;Forêt communale de Dinsheim-Sur-Bruche;2;21670098900017;CFODINSHEI;;COMMUNE de DINSHEIM-SUR-BRUCHE ;67190;DINSHEIM-SUR-BRUCHE;;;;67;01/01/1964;31/12/9999
8015;F08368V;DORLISHE;73.8588;NON;RF;;;PLAINE;X;21;21670101100019;CFODORLISH;de;dorlisheim;Forêt communale de Dorlisheim;2;21670101100019;CFODORLISH;;COMMUNE de DORLISHEIM ;67126;DORLISHEIM;;;;67;01/01/1964;31/12/9999
8015;F08651S;DOSTNABO;155.1727;OUI;RF;;172951/344576;;X;1;11007001800012;MINAGRI;de;saint-nabor;Forêt domaniale de Saint-Nabor;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08899G;DUTTLENH;24.7394;NON;RF;;;PLAINE;X;21;21670112800011;CFODUTTLEN;de;duttlenheim;Forêt communale de Duttlenheim;2;21670112800011;CFODUTTLEN;;COMMUNE de DUTTLENHEIM ;67120;DUTTLENHEIM;;;;67;01/01/1964;31/12/9999
8015;F08733W;DVANCELL;1700.0124;OUI;RF;;172814/344416;;X;1;11007001800012;MINAGRI;de;la vancelle;Forêt domaniale de La Vancelle;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08520R;ENGENTHA;1281.9904;OUI;RF;;173458/347921;;X;1;11007001800012;MINAGRI;d';engenthal;Forêt domaniale d'Engenthal;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08257O;EPFIG;225.2937;NON;RF;;;PLAINE;X;21;21670125000013;CFOEPFIG;d';epfig;Forêt communale d'Epfig;2;21670125000013;CFOEPFIG;;COMMUNE d'EPFIG ;67680;EPFIG;;;;67;01/01/1964;31/12/9999
8015;F08842B;FDCDF;541.3043;OUI;RF;;172980/344522;;X;1;11007001800012;MINAGRI;du;champ du feu;Forêt domaniale du Champ Du Feu;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08838X;FDDONON;5634.7943;OUI;RF;;172816/343659;;X;1;11007001800012;MINAGRI;du;donon;Forêt domaniale du Donon;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08383K;FDLUTZEL;834.2716;OUI;RF;;172944/347789;;X;1;11007001800012;MINAGRI;de;lutzelhouse;Forêt domaniale de Lutzelhouse;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08989S;FLEXBOUR;38.723;NON;RF;;;PLAINE;X;21;21670139100015;CFOFLEXBOU;de;flexbourg;Forêt communale de Flexbourg;2;21670139100015;CFOFLEXBOU;;COMMUNE de FLEXBOURG ;67310;FLEXBOURG;;;;67;01/01/1964;31/12/9999
8015;F08786X;FOUCHY;275.4403;NON;RF;;;MONTAGNE;X;21;21670143300015;CFOFOUCHY;de;fouchy;Forêt communale de Fouchy;2;21670143300015;CFOFOUCHY;;COMMUNE de FOUCHY ;67220;FOUCHY;;;;67;01/01/1964;31/12/9999
8015;F08998B;FOUDAY;112.6851;NON;RF;;;MONTAGNE;X;21;21670144100018;CFOFOUDAY;de;fouday;Forêt communale de Fouday;2;21670144100018;CFOFOUDAY;;COMMUNE de FOUDAY ;67130;FOUDAY;;;;67;01/01/1964;31/12/9999
8015;F49284N;FPSTEINB;27.6973;NON;AU;06/06/2021;;;X;92;42477198800013;GFFIMMOBIL;de;boersch;Forêt privée de Boersch;;42477198800013;GFFIMMOBIL;;GFF M/S IMMOBILIER ;67530;OTTROTT;;;;67;28/01/2013;31/12/9999
8015;F08787Y;GOTTENHO;12.74;NON;RF;;;MONTAGNE;X;21;21670161500017;CFOGOTTENH;de;gottenhouse;Forêt communale de Gottenhouse;2;21670161500017;CFOGOTTENH;;COMMUNE de GOTTENHOUSE ;67700;GOTTENHOUSE;;;;67;01/01/1964;31/12/9999
8015;F08692H;GRANDFON;79.7381;NON;RF;;;MONTAGNE;X;21;21670165600011;CFOGRANDFO;de;grandfontaine;Forêt communale de Grandfontaine;2;21670165600011;CFOGRANDFO;;COMMUNE de GRANDFONTAINE ;67130;GRANDFONTAINE;;;;67;01/01/1964;31/12/9999
8015;F08488L;GRENDEL;926.7597;NON;RF;;;MONTAGNE;X;21;21670167200018;CFOGRENDEL;de;grendelbruch;Forêt communale de Grendelbruch;2;21670167200018;CFOGRENDEL;;COMMUNE de GRENDELBRUCH ;67190;GRENDELBRUCH;;;;67;01/01/1964;31/12/9999
8015;F08840Z;GRESSWIL;102.9784;NON;RF;;;PLAINE;X;21;21670168000011;CFOGRESSWI;de;gresswiller;Forêt communale de Gresswiller;2;21670168000011;CFOGRESSWI;;COMMUNE de GRESSWILLER ;67190;GRESSWILLER;;;;67;01/01/1964;31/12/9999
8015;F08936R;HAEGEN;78.5834;NON;RF;;;MONTAGNE;X;21;21670179700013;CFOHAEGEN;de;haegen;Forêt communale de Haegen;2;21670179700013;CFOHAEGEN;;COMMUNE de HAEGEN ;67700;HAEGEN;;;;67;01/01/1964;31/12/9999
8015;F08843C;HASLACH;2999.4746;OUI;RF;;172984/344411;;X;1;11007001800012;MINAGRI;de;haslach;Forêt domaniale de Haslach;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08875I;HEILIG;13.6253;NON;RF;;;PLAINE;X;21;21670189600013;CFOHEILIST;de;heiligenstein;Forêt communale de Heiligenstein;2;21670189600013;CFOHEILIST;;COMMUNE DE HEILIGENSTEIN ;67140;HEILIGENSTEIN;;;;67;01/01/1964;31/12/9999
8015;F08789A;HEILIGMO;141.0872;NON;RF;;;MONTAGNE;X;21;21670188800010;CFOHEILIGE;d';heiligenberg montagne;Forêt communale d'Heiligenberg Montagne;2;21670188800010;CFOHEILIGE;;COMMUNE de HEILIGENBERG ;67190;HEILIGENBERG;;;;67;01/01/1964;31/12/9999
8015;F08976F;HEILIGPL;179.8055;NON;RF;;;PLAINE;X;21;21670188800010;CFOHEILIGE;d';heiligenberg plaine;Forêt communale d'Heiligenberg Plaine;2;21670188800010;CFOHEILIGE;;COMMUNE de HEILIGENBERG ;67190;HEILIGENBERG;;;;67;01/01/1964;31/12/9999
8015;F08403E;HOPITAND;5.543;NON;RF;;;PLAINE;X;33;26670002000016;MRSTOLTZ;;maison de retraite Stoltz-Grimm Andlau;Forêt Maison De Retraite Stoltz-Grimm Andlau;2;26670002000016;MRSTOLTZ;;MAISON DE RETRAITE STOLTZ-GRIMM ;67140;ANDLAU;;;;67;01/01/1964;31/12/9999
8015;F09021Y;HOSPCIVI;5.0042;NON;RF;;;PLAINE;X;33;26670057400012;CHSTRASBOU;des;hôpitaux universitaires de strasbourg hengwiller;Forêt des Hôpitaux Universitaires De Strasbourg Hengwiller;2;26670057400012;CHSTRASBOU;;HOPITAUX UNIVERSIT. STRASBOURG- SERVICE DES DOMAINES;67091;STRASBOURG CEDEX;;;;67;01/01/1964;31/12/9999
8015;F08703S;HOSTRSCH;3.9884;NON;RF;;;PLAINE;X;33;26670057400012;CHSTRASBOU;des;hôpitaux universitaires de strasbourg dorlisheim;Forêt des Hôpitaux Universitaires De Strasbourg Dorlisheim;2;26670057400012;CHSTRASBOU;;HOPITAUX UNIVERSIT. STRASBOURG- SERVICE DES DOMAINES;67091;STRASBOURG CEDEX;;;;67;01/01/1964;31/12/9999
8015;F08543O;KIRCHHEI;40.693;NON;RF;;;MONTAGNE;X;21;21670240700018;CFOKIRCHHE;de;kirchheim;Forêt communale de Kirchheim;2;21670240700018;CFOKIRCHHE;;COMMUNE de KIRCHHEIM ;67520;KIRCHHEIM;;;;67;01/01/1964;31/12/9999
8015;F08802N;LABROQUE;711.2942;NON;RF;;;MONTAGNE;X;21;21670066600011;CFOLABROQU;de;la broque;Forêt communale de La Broque;2;21670066600011;CFOLABROQU;;COMMUNE de LA BROQUE ;67130;LA BROQUE;;;;67;01/01/1964;31/12/9999
8015;F08662D;LALAYE;310.4833;NON;RF;;;MONTAGNE;X;21;21670255500014;CFOLALAYE;de;lalaye;Forêt communale de Lalaye;2;21670255500014;CFOLALAYE;;COMMUNE de LALAYE ;67220;LALAYE;;;;67;01/01/1964;31/12/9999
8015;F08379G;LAMOSSIG;1368.4257;OUI;RF;;173461/343709;;X;1;11007001800012;MINAGRI;de la;mossig;Forêt domaniale de la Mossig;1;66204311600018;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O.N.F.;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08858R;LUTZEL;566.5125;NON;RF;;;MONTAGNE;X;21;21670276100018;CFOLUTZELH;de;lutzelhouse;Forêt communale de Lutzelhouse;2;21670276100018;CFOLUTZELH;;COMMUNE de LUTZELHOUSE ;67130;LUTZELHOUSE;;;;67;01/01/1964;31/12/9999
8015;F08360N;MAISONSG;26.3279;NON;RF;;;MONTAGNE;X;21;21670280300034;CFOMAISONG;de;maisonsgoutte;Forêt communale de Maisonsgoutte;;21670280300034;CFOMAISONG;;COMMUNE de MAISONSGOUTTE ;67220;MAISONSGOUTTE;;;;67;01/01/1964;31/12/9999
8015;F08909Q;MARLENHE;144.965;NON;RF;;;PLAINE;X;21;21670282900013;CFOMARLENH;de;marlenheim;Forêt communale de Marlenheim;2;21670282900013;CFOMARLENH;;COMMUNE de MARLENHEIM ;67520;MARLENHEIM;;;;67;01/01/1964;31/12/9999
8015;F09031I;MARMOUTI;18.54;NON;RF;;;MONTAGNE;X;21;21670283700057;CFOMARMOUT;de;marmoutier;Forêt communale de Marmoutier;2;21670283700057;CFOMARMOUT;;COMMUNE de MARMOUTIER ;67440;MARMOUTIER;;;;67;01/01/1964;31/12/9999
8015;F08612F;MITTELBE;94.183;NON;RF;;;PLAINE;X;21;21670295100015;CFO67140MI;de;mittelbergheim;Forêt communale de Mittelbergheim;2;21670295100015;CFO67140MI;;COMMUNE de MITTELBERGHEIM ;67140;MITTELBERGHEIM;;;;67;01/01/1964;31/12/9999
8015;F08666H;MOLLKIRC;122.9369;NON;RF;;;MONTAGNE;X;21;21670299300066;CFOMOLLKIR;de;mollkirch;Forêt communale de Mollkirch;;21670299300066;CFOMOLLKIR;;COMMUNE de MOLLKIRCH ;67190;MOLLKIRCH;;;;67;01/01/1964;31/12/9999
8015;F08373A;MOLSHEIM;272.01;NON;RF;;;MONTAGNE;X;21;21670300900011;CFOMOLSHEI;de;molsheim;Forêt communale de Molsheim;2;21670300900011;CFOMOLSHEI;;COMMUNE de MOLSHEIM ;67129;MOLSHEIM CEDEX;;;;67;01/01/1964;31/12/9999
8015;F08598R;MUHL;35.4836;NON;RF;;;MONTAGNE;X;21;21670306600011;CFOMULBACB;de;muhlbach-sur-bruche;Forêt communale de Muhlbach-Sur-Bruche;2;21670306600011;CFOMULBACB;;COMMUNE de MUHLBACH SUR BRUCHE ;67130;MUHLBACH SUR BRUCHE;;;;67;01/01/1964;31/12/9999
8015;F08420V;MUTZIG;414.8099;NON;RF;;;PLAINE;X;21;21670313200011;CFOMUTZIG;de;mutzig;Forêt communale de Mutzig;2;21670313200011;CFOMUTZIG;;COMMUNE de MUTZIG ;67190;MUTZIG;;;;67;01/01/1964;31/12/9999
8015;F08892Z;NATZWILL;423.0071;NON;RF;;;MONTAGNE;X;21;21670314000014;CFONATZWIL;de;natzwiller;Forêt communale de Natzwiller;2;21670314000014;CFONATZWIL;;COMMUNE de NATZWILLER ;67130;NATZWILLER;;;;67;01/01/1964;31/12/9999
8015;F08782T;NEUBOIS;44.8788;NON;RF;;;PLAINE;X;21;21670317300015;CFONEUBOIS;de;neubois;Forêt communale de Neubois;2;21670317300015;CFONEUBOIS;;COMMUNE de NEUBOIS ;67220;NEUBOIS;;;;67;01/01/1964;31/12/9999
8015;F08496T;NEUVE;24.6529;NON;RF;;;PLAINE;X;21;21670320700011;CFONEUVEEG;de;neuve-église;Forêt communale de Neuve-Eglise;2;21670320700011;CFONEUVEEG;;COMMUNE de NEUVE-EGLISE ;67220;NEUVE-EGLISE;;;;67;01/01/1964;31/12/9999
8015;F08348B;NEUVILLE;202.7188;NON;RF;;;MONTAGNE;X;21;21670321500014;CFO67130NE;de;neuviller-la-roche;Forêt communale de Neuviller-La-Roche;2;21670321500014;CFO67130NE;;COMMUNE de NEUVILLER LA ROCHE ;67130;NEUVILLER LA ROCHE;;;;67;01/01/1964;31/12/9999
8015;F08740D;NIEDER;366.2627;NON;RF;;;MONTAGNE;X;21;21670325600018;CFONIEDER;de;niederhaslach;Forêt communale de Niederhaslach;2;21670325600018;CFONIEDER;;COMMUNE de NIEDERHASLACH ;67280;NIEDERHASLACH;;;;67;01/01/1964;31/12/9999
8015;F08635C;NORDHEIM;54.923;NON;RF;;;PLAINE;X;21;21670335500018;CFONORDHEI;de;nordheim;Forêt communale de Nordheim;2;21670335500018;CFONORDHEI;;COMMUNE de NORDHEIM ;67520;NORDHEIM;;;;67;01/01/1964;31/12/9999
8015;F08535G;NOTHALTE;40.3931;NON;RF;;;PLAINE;X;21;21670337100015;CFONOTHALT;de;nothalten;Forêt communale de Nothalten;2;21670337100015;CFONOTHALT;;COMMUNE de NOTHALTEN ;67680;NOTHALTEN;;;;67;01/01/1964;31/12/9999
8015;F08405G;OBER;519.7142;NON;RF;;;MONTAGNE;X;21;21670342100018;CFOOBERHAS;d';oberhaslach;Forêt communale d'Oberhaslach;2;21670342100018;CFOOBERHAS;;COMMUNE de OBERHASLACH ;67280;OBERHASLACH;;;;67;01/01/1964;31/12/9999
8015;F08507E;OBERBER;2135.0477;NON;RF;;;PLAINE;I;21;21670348800017;CFOOBERNAI;d';obernai-bernardswiller;Forêt communale indivise d'Obernai-Bernardswiller;42;25670170700018;CSFOBERNAI;;COMMISSION SYNDICALE FORESTIERE D'OBERNAI;67210;OBERNAI;;;;67;01/01/1964;31/12/9999
8015;F08956L;ODRATZHE;25.536;NON;RF;;;PLAINE;X;21;21670354600012;CFOODRATZH;d';odratzheim;Forêt communale d'Odratzheim;2;21670354600012;CFOODRATZH;;COMMUNE de ODRATZHEIM ;67520;ODRATZHEIM;;;;67;01/01/1964;31/12/9999
8015;F08768F;OND;363.5617;NON;RF;;;PLAINE;X;39;48068792000011;FONDOND;de l';oeuvre notre-dame;Forêt de l'Oeuvre Notre-Dame;2;48068792000011;FONDOND;La Ville de Strasbourg est le gestionnaire de cette forêt. L'oeuvre Notre Dame en est le propriétaire.;FONDATION OEUVRE NOTRE DAME ;67000;STRASBOURG;;;;67;01/01/1964;31/12/9999
8015;F08764B;OTTROTT;105.0321;NON;RF;;;PLAINE;X;21;21670368600016;CFOOTTROTT;d';ottrott;Forêt communale d'Ottrott;2;21670368600016;CFOOTTROTT;;COMMUNE d'OTTROTT ;67530;OTTROTT;;;;67;01/01/1964;31/12/9999
8015;F08423Y;PAROISSE;1.75;NON;RF;;;PLAINE;X;39;18670842600017;EGWEST;de la;paroisse luthérienne de westhoffen;Forêt de la Paroisse Luthérienne De Westhoffen;2;18670842600017;EGWEST;;CONSEIL PRESBYTERAL PAROISSE PROTESTANTE WESTHOFFEN;67310;WESTHOFFEN;;;;67;01/01/1964;31/12/9999
8015;F08983M;PLAINE;371.3408;NON;RF;;;MONTAGNE;X;21;21670377700013;CFOPLAINE;de;plaine;Forêt communale de Plaine;2;21670377700013;CFOPLAINE;;COMMUNE de PLAINE ;67420;PLAINE;;;;67;01/01/1964;31/12/9999
8015;F08424Z;RANRUPT;423.7956;NON;RF;;;MONTAGNE;X;21;21670384300013;CFORANRUPT;de;ranrupt;Forêt communale de Ranrupt;2;21670384300013;CFORANRUPT;;COMMUNE de RANRUPT ;67420;RANRUPT;;;;67;01/01/1964;31/12/9999
8015;F08869C;REICHSFE;113.6307;NON;RF;;;PLAINE;X;21;21670387600013;CFOREICHSF;de;reichsfeld;Forêt communale de Reichsfeld;2;21670387600013;CFOREICHSF;;COMMUNE de REICHSFELD ;67140;REICHSFELD;;;;67;01/01/1964;31/12/9999
