SERVICE_RH;ID_NAT_FRT;CLE_FRT_MINI;SURFACE_CADASTRALE;DOMANIAL;CADRE_LEGAL_GESTION;DATE_EXPIRATION_CONTRAT;CODE_CHORUS;CLASSEMENT_AGRICOLE;TYPE_COPROPRIETE;PROPRIO_CATEGORIE;PROPRIO_CCLIENT;PROPRIO_MOT_DIR;LIBELLE_ARTICLE;LIBELLE_STRICT;LIBELLE_USAGE;REPRESENTANT_CATEGORIE;REPRESENTANT_CCLIENT;REPRESENTANT_MOT_DIR;REPRESENTANT_COMMENTAIRE;REPRESENTANT_LIB;REPRESENTANT_CP;REPRESENTANT_COMMUNE;REGROUPEMENT_ID_NAT_FRT;REGROUPEMENT_LIBELLE;FORET_COMMENTAIRE;DEPARTEMENT_MAJORITAIRE;DATE_DEBUT_VALIDITE;DATE_FIN_VALIDITE
8015;F08846F;26COMMUN;9998,5214;NON;RF;;;MONTAGNE;I;21;2,16701E+13;CFODAMBACH;des;26 communes;Forêt communale indivise des 26 Communes;42;2,56702E+13;SYC26CNES;;SYND, INTERCOMMUNAL FORESTIER 26 COMMUNES;67680;EPFIG;;;;67;01/01/1964;31/12/9999
8015;F08281M;ALBE;368,4464;NON;RF;;;MONTAGNE;X;21;2,167E+13;CFOALBE;d';albé;Forêt communale d'Albé;2;2,167E+13;CFOALBE;;COMMUNE D'ALBE ;67220;ALBE;;;;67;01/01/1964;31/12/9999
8015;F08595O;ALLENWIL;276,9883;NON;RF;;;PLAINE;X;21;2,00057E+13;CFONSOMMER;d';allenwiller;Forêt communale d'Allenwiller;;2,00057E+13;CFONSOMMER;Changement de propriétaire et de représentant suite à la création de la nouvelle commune de Sommerau (fusion des communes d'Allenwiler,Salenthal, Singrist et Birkenwald);COMMUNE DE SOMMERAU ;67310;SOMMERAU;;;,,;67;01/01/1964;31/12/9999
8015;F08967W;ALTORF;93,2002;NON;RF;;;PLAINE;X;21;2,167E+13;CFOALTORF;d';altorf;Forêt communale d'Altorf;2;2,167E+13;CFOALTORF;;COMMUNE d'ALTORF ;67120;ALTORF;;;;67;01/01/1964;31/12/9999
8015;F08256N;ANDLAU;166,8304;NON;RF;;;PLAINE;X;21;2,167E+13;CFOANDLAU;d';andlau;Forêt communale d'Andlau;2;2,167E+13;CFOANDLAU;;COMMUNE d'ANDLAU ;67140;ANDLAU;;;;67;01/01/1964;31/12/9999
8015;F08744H;BALBRONN;116,4661;NON;RF;;;PLAINE;X;21;2,167E+13;CFOBALBRON;de;balbronn;Forêt communale de Balbronn;2;2,167E+13;CFOBALBRON;;COMMUNE de BALBRONN ;67310;BALBRONN;;;;67;01/01/1964;31/12/9999
8015;F08411M;BAREMBA;719,9005;NON;RF;;;MONTAGNE;X;21;2,167E+13;CFOBAREMBA;de;barembach;Forêt communale de Barembach;2;2,167E+13;CFOBAREMBA;;COMMUNE de BAREMBACH ;67130;BAREMBACH;;;;67;01/01/1964;31/12/9999
8015;F08861U;BARR;26,645;NON;RF;;;PLAINE;X;21;2,167E+13;CFOBARR;de;barr;Forêt communale de Barr;2;2,167E+13;CFOBARR;;COMMUNE de BARR ;67140;BARR;;;;67;01/01/1964;31/12/9999
8015;F08314T;BARR4AC;1347,2338;NON;RF;;;PLAINE;I;21;2,167E+13;CFOBARR;de;barr et 4 autres communes;Forêt communale indivise de Barr Et 4 Autres Communes;42;2,567E+13;SYCBARR4;;SYNDICAT FORESTIER BARR 4AC ;67140;BARR;;;;67;01/01/1964;31/12/9999
8015;F08293Y;BARR6AC;643,6611;NON;RF;;;PLAINE;I;21;2,16702E+13;CFOGERTWIL;de;barr et 6 autres communes;Forêt communale indivise de Barr Et 6 Autres Communes;42;2,567E+13;SYCBARR6;;SYNDICAT FORESTIER BARR 6AC ;67140;BARR;;;;67;01/01/1964;31/12/9999
8015;F08650R;BASSEMBE;38,0251;NON;RF;;;MONTAGNE;X;21;2,167E+13;CFOBASSEMB;de;bassemberg;Forêt communale de Bassemberg;2;2,167E+13;CFOBASSEMB;;COMMUNE de BASSEMBERG ;67220;BASSEMBERG;;;;67;01/01/1964;31/12/9999
8015;F08412N;BELLEFOS;98,8136;NON;RF;;;MONTAGNE;X;21;2,167E+13;CFO67130BE;de;bellefosse;Forêt communale de Bellefosse;2;2,167E+13;CFO67130BE;;COMMUNE de BELLEFOSSE ;67130;BELLEFOSSE;;;;67;01/01/1964;31/12/9999
8015;F08331K;BELMONT;105,1839;NON;RF;;;MONTAGNE;X;21;2,167E+13;CFO67130;de;belmont;Forêt communale de Belmont;2;2,167E+13;CFO67130;;COMMUNE de BELMONT ;67130;BELMONT;;;;67;01/01/1964;31/12/9999
8015;F08260R;BERNARDV;22,2034;NON;RF;;;PLAINE;X;21;2,167E+13;CFOBERNARV;de;bernardvillé;Forêt communale de Bernardvillé;2;2,167E+13;CFOBERNARV;;COMMUNE de BERNARDVILLE ;67140;BERNARDVILLE;;;;67;01/01/1964;31/12/9999
8015;F08527Y;BISCHOFF;1210,9142;NON;RF;;;PLAINE;X;21;2,167E+13;CFOBISCHOF;de;bischoffsheim;Forêt communale de Bischoffsheim;2;2,167E+13;CFOBISCHOF;;COMMUNE de BISCHOFFSHEIM ;67870;BISCHOFFSHEIM;;;;67;01/01/1964;31/12/9999
8015;F08436L;BLANCHER;93,3471;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFO67130BL;de;blancherupt;Forêt communale de Blancherupt;2;2,16701E+13;CFO67130BL;;COMMUNE de BLANCHERUPT ;67130;BLANCHERUPT;;;;67;01/01/1964;31/12/9999
8015;F08603W;BLIENSCH;99,655;NON;RF;;;PLAINE;X;21;2,16701E+13;CFOBLIENSC;de;blienschwiller;Forêt communale de Blienschwiller;2;2,16701E+13;CFOBLIENSC;;COMMUNE de BLIENSCHWILLER ;67650;BLIENSCHWILLER;;;;67;01/01/1964;31/12/9999
8015;F08466P;BOERSCH;585,1789;NON;RF;;;PLAINE;X;21;2,16701E+13;CFOBOERSCH;de;boersch;Forêt communale de Boersch;2;2,16701E+13;CFOBOERSCH;;COMMUNE de BOERSCH ;67530;BOERSCH;;;;67;01/01/1964;31/12/9999
8015;F08691G;BOURGBR;454,2335;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFOBOURGBR;de;bourg-bruche;Forêt communale de Bourg-Bruche;2;2,16701E+13;CFOBOURGBR;;COMMUNE de BOURG-BRUCHE ;67420;BOURG BRUCHE;;;;67;01/01/1964;31/12/9999
8015;F08722L;BREITENA;108,6736;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFOBREITEN;de;breitenau;Forêt communale de Breitenau;2;2,16701E+13;CFOBREITEN;;COMMUNE de BREITENAU ;67220;BREITENAU;;;;67;01/01/1964;31/12/9999
8015;F08862V;BREITENS;749,179;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFOBREITEB;de;breitenbach 67;Forêt communale de Breitenbach 67;;2,16701E+13;CFOBREITEB;;COMMUNE de BREITENBACH ;67220;BREITENBACH;;;;67;01/01/1964;31/12/9999
8015;F08887U;COLROY;378,3903;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFO67420CO;de;colroy-la-roche;Forêt communale de Colroy-La-Roche;2;2,16701E+13;CFO67420CO;;COMMUNE de COLROY LA ROCHE ;67420;COLROY LA ROCHE;;;;67;01/01/1964;31/12/9999
8015;F08730T;COSTNABO;29,24;NON;RF;;;PLAINE;X;21;2,16704E+13;CFO67530SA;de;saint-nabor;Forêt communale de Saint-Nabor;2;2,16704E+13;CFO67530SA;;COMMUNE de SAINT-NABOR ;67530;SAINT-NABOR;;;;67;01/01/1964;31/12/9999
8015;F08430F;DAMBACMO;720,1234;NON;RF;;;PLAINE;X;21;2,16701E+13;CFODAMBACL;de;dambach-la-ville montagne;Forêt communale de Dambach-La-Ville Montagne;2;2,16701E+13;CFODAMBACL;;COMMUNE de DAMBACH-LA-VILLE ;67650;DAMBACH-LA-VILLE;;;;67;01/01/1964;31/12/9999
8015;F08641I;DAMBACPL;206,3447;NON;RF;;;PLAINE;X;21;2,16701E+13;CFODAMBACL;de;dambach-la-ville plaine;Forêt communale de Dambach-La-Ville Plaine;2;2,16701E+13;CFODAMBACL;;COMMUNE de DAMBACH-LA-VILLE ;67650;DAMBACH-LA-VILLE;;;;67;01/01/1964;31/12/9999
8015;F08271C;DANDLAUL;310,1751;OUI;RF;;172893/343681;;X;1;1,1007E+13;MINAGRI;d';andlau-lilsbach;Forêt domaniale d'Andlau-Lilsbach;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08322B;DANGOLS;19,5024;NON;RF;;;PLAINE;X;21;2,16701E+13;CFODANGOLS;de;dangolsheim;Forêt communale de Dangolsheim;2;2,16701E+13;CFODANGOLS;;COMMUNE de DANGOLSHEIM ;67310;DANGOLSHEIM;;;;67;01/01/1964;31/12/9999
8015;F08837W;DBERNSTE;209,0255;OUI;RF;;172979/344417;;X;1;1,1007E+13;MINAGRI;de;bernstein;Forêt domaniale de Bernstein;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08700P;DFOUCHYU;92,9118;OUI;RF;;172780/344461;;X;1;1,1007E+13;MINAGRI;de;fouchy-urbeis;Forêt domaniale de Fouchy-Urbeis;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08273E;DHOHWAUN;408,1407;OUI;RF;;173450/343607;;X;1;1,1007E+13;MINAGRI;du;hohwald ungersberg;Forêt domaniale du Hohwald Ungersberg;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08732V;DHOHWAZU;503,2115;OUI;RF;;173466/344475;;X;1;1,1007E+13;MINAGRI;du;hohwald zundelkopf;Forêt domaniale du Hohwald Zundelkopf;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F09012P;DHONCOUR;171,9675;OUI;RF;;172973/344364;;X;1;1,1007E+13;MINAGRI;d';honcourt;Forêt domaniale d'Honcourt;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08283O;DIEFFENV;37,0081;NON;RF;;;PLAINE;X;21;2,16701E+13;CFODIEFFEN;de;dieffenbach-au-val;Forêt communale de Dieffenbach-Au-Val;2;2,16701E+13;CFODIEFFEN;;COMMUNE de DIEFFENBACH-AU-VAL ;67220;DIEFFENBACH-AU-VAL;;;;67;01/01/1964;31/12/9999
8015;F08701Q;DIMBSTHA;14,62;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFODIMBSTH;de;dimbsthal;Forêt communale de Dimbsthal;2;2,16701E+13;CFODIMBSTH;;COMMUNE de DIMBSTHAL ;67440;DIMBSTHAL;;;;67;01/01/1964;31/12/9999
8015;F08471U;DINSHEIM;365,2215;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFODINSHEI;de;dinsheim-sur-bruche;Forêt communale de Dinsheim-Sur-Bruche;2;2,16701E+13;CFODINSHEI;;COMMUNE de DINSHEIM-SUR-BRUCHE ;67190;DINSHEIM-SUR-BRUCHE;;;;67;01/01/1964;31/12/9999
8015;F08368V;DORLISHE;73,8588;NON;RF;;;PLAINE;X;21;2,16701E+13;CFODORLISH;de;dorlisheim;Forêt communale de Dorlisheim;2;2,16701E+13;CFODORLISH;;COMMUNE de DORLISHEIM ;67126;DORLISHEIM;;;;67;01/01/1964;31/12/9999
8015;F08651S;DOSTNABO;155,1727;OUI;RF;;172951/344576;;X;1;1,1007E+13;MINAGRI;de;saint-nabor;Forêt domaniale de Saint-Nabor;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08899G;DUTTLENH;24,7394;NON;RF;;;PLAINE;X;21;2,16701E+13;CFODUTTLEN;de;duttlenheim;Forêt communale de Duttlenheim;2;2,16701E+13;CFODUTTLEN;;COMMUNE de DUTTLENHEIM ;67120;DUTTLENHEIM;;;;67;01/01/1964;31/12/9999
8015;F08733W;DVANCELL;1700,0124;OUI;RF;;172814/344416;;X;1;1,1007E+13;MINAGRI;de;la vancelle;Forêt domaniale de La Vancelle;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08520R;ENGENTHA;1281,9904;OUI;RF;;173458/347921;;X;1;1,1007E+13;MINAGRI;d';engenthal;Forêt domaniale d'Engenthal;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08257O;EPFIG;225,2937;NON;RF;;;PLAINE;X;21;2,16701E+13;CFOEPFIG;d';epfig;Forêt communale d'Epfig;2;2,16701E+13;CFOEPFIG;;COMMUNE d'EPFIG ;67680;EPFIG;;;;67;01/01/1964;31/12/9999
8015;F08842B;FDCDF;541,3043;OUI;RF;;172980/344522;;X;1;1,1007E+13;MINAGRI;du;champ du feu;Forêt domaniale du Champ Du Feu;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08838X;FDDONON;5634,7943;OUI;RF;;172816/343659;;X;1;1,1007E+13;MINAGRI;du;donon;Forêt domaniale du Donon;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08383K;FDLUTZEL;834,2716;OUI;RF;;172944/347789;;X;1;1,1007E+13;MINAGRI;de;lutzelhouse;Forêt domaniale de Lutzelhouse;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08989S;FLEXBOUR;38,723;NON;RF;;;PLAINE;X;21;2,16701E+13;CFOFLEXBOU;de;flexbourg;Forêt communale de Flexbourg;2;2,16701E+13;CFOFLEXBOU;;COMMUNE de FLEXBOURG ;67310;FLEXBOURG;;;;67;01/01/1964;31/12/9999
8015;F08786X;FOUCHY;275,4403;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFOFOUCHY;de;fouchy;Forêt communale de Fouchy;2;2,16701E+13;CFOFOUCHY;;COMMUNE de FOUCHY ;67220;FOUCHY;;;;67;01/01/1964;31/12/9999
8015;F08998B;FOUDAY;112,6851;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFOFOUDAY;de;fouday;Forêt communale de Fouday;2;2,16701E+13;CFOFOUDAY;;COMMUNE de FOUDAY ;67130;FOUDAY;;;;67;01/01/1964;31/12/9999
8015;F49284N;FPSTEINB;27,6973;NON;AU;06/06/2021;;;X;92;4,24772E+13;GFFIMMOBIL;de;boersch;Forêt privée de Boersch;;4,24772E+13;GFFIMMOBIL;;GFF M/S IMMOBILIER ;67530;OTTROTT;;;;67;28/01/2013;31/12/9999
8015;F08787Y;GOTTENHO;12,74;NON;RF;;;MONTAGNE;X;21;2,16702E+13;CFOGOTTENH;de;gottenhouse;Forêt communale de Gottenhouse;2;2,16702E+13;CFOGOTTENH;;COMMUNE de GOTTENHOUSE ;67700;GOTTENHOUSE;;;;67;01/01/1964;31/12/9999
8015;F08692H;GRANDFON;79,7381;NON;RF;;;MONTAGNE;X;21;2,16702E+13;CFOGRANDFO;de;grandfontaine;Forêt communale de Grandfontaine;2;2,16702E+13;CFOGRANDFO;;COMMUNE de GRANDFONTAINE ;67130;GRANDFONTAINE;;;;67;01/01/1964;31/12/9999
8015;F08488L;GRENDEL;926,7597;NON;RF;;;MONTAGNE;X;21;2,16702E+13;CFOGRENDEL;de;grendelbruch;Forêt communale de Grendelbruch;2;2,16702E+13;CFOGRENDEL;;COMMUNE de GRENDELBRUCH ;67190;GRENDELBRUCH;;;;67;01/01/1964;31/12/9999
8015;F08840Z;GRESSWIL;102,9784;NON;RF;;;PLAINE;X;21;2,16702E+13;CFOGRESSWI;de;gresswiller;Forêt communale de Gresswiller;2;2,16702E+13;CFOGRESSWI;;COMMUNE de GRESSWILLER ;67190;GRESSWILLER;;;;67;01/01/1964;31/12/9999
8015;F08936R;HAEGEN;78,5834;NON;RF;;;MONTAGNE;X;21;2,16702E+13;CFOHAEGEN;de;haegen;Forêt communale de Haegen;2;2,16702E+13;CFOHAEGEN;;COMMUNE de HAEGEN ;67700;HAEGEN;;;;67;01/01/1964;31/12/9999
8015;F08843C;HASLACH;2999,4746;OUI;RF;;172984/344411;;X;1;1,1007E+13;MINAGRI;de;haslach;Forêt domaniale de Haslach;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08875I;HEILIG;13,6253;NON;RF;;;PLAINE;X;21;2,16702E+13;CFOHEILIST;de;heiligenstein;Forêt communale de Heiligenstein;2;2,16702E+13;CFOHEILIST;;COMMUNE DE HEILIGENSTEIN ;67140;HEILIGENSTEIN;;;;67;01/01/1964;31/12/9999
8015;F08789A;HEILIGMO;141,0872;NON;RF;;;MONTAGNE;X;21;2,16702E+13;CFOHEILIGE;d';heiligenberg montagne;Forêt communale d'Heiligenberg Montagne;2;2,16702E+13;CFOHEILIGE;;COMMUNE de HEILIGENBERG ;67190;HEILIGENBERG;;;;67;01/01/1964;31/12/9999
8015;F08976F;HEILIGPL;179,8055;NON;RF;;;PLAINE;X;21;2,16702E+13;CFOHEILIGE;d';heiligenberg plaine;Forêt communale d'Heiligenberg Plaine;2;2,16702E+13;CFOHEILIGE;;COMMUNE de HEILIGENBERG ;67190;HEILIGENBERG;;;;67;01/01/1964;31/12/9999
8015;F08403E;HOPITAND;5,543;NON;RF;;;PLAINE;X;33;2,667E+13;MRSTOLTZ;;maison de retraite Stoltz-Grimm Andlau;Forêt Maison De Retraite Stoltz-Grimm Andlau;2;2,667E+13;MRSTOLTZ;;MAISON DE RETRAITE STOLTZ-GRIMM ;67140;ANDLAU;;;;67;01/01/1964;31/12/9999
8015;F09021Y;HOSPCIVI;5,0042;NON;RF;;;PLAINE;X;33;2,66701E+13;CHSTRASBOU;des;hôpitaux universitaires de strasbourg hengwiller;Forêt des Hôpitaux Universitaires De Strasbourg Hengwiller;2;2,66701E+13;CHSTRASBOU;;HOPITAUX UNIVERSIT, STRASBOURG- SERVICE DES DOMAINES;67091;STRASBOURG CEDEX;;;;67;01/01/1964;31/12/9999
8015;F08703S;HOSTRSCH;3,9884;NON;RF;;;PLAINE;X;33;2,66701E+13;CHSTRASBOU;des;hôpitaux universitaires de strasbourg dorlisheim;Forêt des Hôpitaux Universitaires De Strasbourg Dorlisheim;2;2,66701E+13;CHSTRASBOU;;HOPITAUX UNIVERSIT, STRASBOURG- SERVICE DES DOMAINES;67091;STRASBOURG CEDEX;;;;67;01/01/1964;31/12/9999
8015;F08543O;KIRCHHEI;40,693;NON;RF;;;MONTAGNE;X;21;2,16702E+13;CFOKIRCHHE;de;kirchheim;Forêt communale de Kirchheim;2;2,16702E+13;CFOKIRCHHE;;COMMUNE de KIRCHHEIM ;67520;KIRCHHEIM;;;;67;01/01/1964;31/12/9999
8015;F08802N;LABROQUE;711,2942;NON;RF;;;MONTAGNE;X;21;2,16701E+13;CFOLABROQU;de;la broque;Forêt communale de La Broque;2;2,16701E+13;CFOLABROQU;;COMMUNE de LA BROQUE ;67130;LA BROQUE;;;;67;01/01/1964;31/12/9999
8015;F08662D;LALAYE;310,4833;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFOLALAYE;de;lalaye;Forêt communale de Lalaye;2;2,16703E+13;CFOLALAYE;;COMMUNE de LALAYE ;67220;LALAYE;;;;67;01/01/1964;31/12/9999
8015;F08379G;LAMOSSIG;1368,4257;OUI;RF;;173461/343709;;X;1;1,1007E+13;MINAGRI;de la;mossig;Forêt domaniale de la Mossig;1;6,62043E+13;ONFDG;;ETABLISSEMENT DIRECTION GENERALE L'O,N,F,;75570;PARIS CEDEX 12;;;;67;01/01/1964;31/12/9999
8015;F08858R;LUTZEL;566,5125;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFOLUTZELH;de;lutzelhouse;Forêt communale de Lutzelhouse;2;2,16703E+13;CFOLUTZELH;;COMMUNE de LUTZELHOUSE ;67130;LUTZELHOUSE;;;;67;01/01/1964;31/12/9999
8015;F08360N;MAISONSG;26,3279;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFOMAISONG;de;maisonsgoutte;Forêt communale de Maisonsgoutte;;2,16703E+13;CFOMAISONG;;COMMUNE de MAISONSGOUTTE ;67220;MAISONSGOUTTE;;;;67;01/01/1964;31/12/9999
8015;F08909Q;MARLENHE;144,965;NON;RF;;;PLAINE;X;21;2,16703E+13;CFOMARLENH;de;marlenheim;Forêt communale de Marlenheim;2;2,16703E+13;CFOMARLENH;;COMMUNE de MARLENHEIM ;67520;MARLENHEIM;;;;67;01/01/1964;31/12/9999
8015;F09031I;MARMOUTI;18,54;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFOMARMOUT;de;marmoutier;Forêt communale de Marmoutier;2;2,16703E+13;CFOMARMOUT;;COMMUNE de MARMOUTIER ;67440;MARMOUTIER;;;;67;01/01/1964;31/12/9999
8015;F08612F;MITTELBE;94,183;NON;RF;;;PLAINE;X;21;2,16703E+13;CFO67140MI;de;mittelbergheim;Forêt communale de Mittelbergheim;2;2,16703E+13;CFO67140MI;;COMMUNE de MITTELBERGHEIM ;67140;MITTELBERGHEIM;;;;67;01/01/1964;31/12/9999
8015;F08666H;MOLLKIRC;122,9369;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFOMOLLKIR;de;mollkirch;Forêt communale de Mollkirch;;2,16703E+13;CFOMOLLKIR;;COMMUNE de MOLLKIRCH ;67190;MOLLKIRCH;;;;67;01/01/1964;31/12/9999
8015;F08373A;MOLSHEIM;272,01;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFOMOLSHEI;de;molsheim;Forêt communale de Molsheim;2;2,16703E+13;CFOMOLSHEI;;COMMUNE de MOLSHEIM ;67129;MOLSHEIM CEDEX;;;;67;01/01/1964;31/12/9999
8015;F08598R;MUHL;35,4836;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFOMULBACB;de;muhlbach-sur-bruche;Forêt communale de Muhlbach-Sur-Bruche;2;2,16703E+13;CFOMULBACB;;COMMUNE de MUHLBACH SUR BRUCHE ;67130;MUHLBACH SUR BRUCHE;;;;67;01/01/1964;31/12/9999
8015;F08420V;MUTZIG;414,8099;NON;RF;;;PLAINE;X;21;2,16703E+13;CFOMUTZIG;de;mutzig;Forêt communale de Mutzig;2;2,16703E+13;CFOMUTZIG;;COMMUNE de MUTZIG ;67190;MUTZIG;;;;67;01/01/1964;31/12/9999
8015;F08892Z;NATZWILL;423,0071;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFONATZWIL;de;natzwiller;Forêt communale de Natzwiller;2;2,16703E+13;CFONATZWIL;;COMMUNE de NATZWILLER ;67130;NATZWILLER;;;;67;01/01/1964;31/12/9999
8015;F08782T;NEUBOIS;44,8788;NON;RF;;;PLAINE;X;21;2,16703E+13;CFONEUBOIS;de;neubois;Forêt communale de Neubois;2;2,16703E+13;CFONEUBOIS;;COMMUNE de NEUBOIS ;67220;NEUBOIS;;;;67;01/01/1964;31/12/9999
8015;F08496T;NEUVE;24,6529;NON;RF;;;PLAINE;X;21;2,16703E+13;CFONEUVEEG;de;neuve-église;Forêt communale de Neuve-Eglise;2;2,16703E+13;CFONEUVEEG;;COMMUNE de NEUVE-EGLISE ;67220;NEUVE-EGLISE;;;;67;01/01/1964;31/12/9999
8015;F08348B;NEUVILLE;202,7188;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFO67130NE;de;neuviller-la-roche;Forêt communale de Neuviller-La-Roche;2;2,16703E+13;CFO67130NE;;COMMUNE de NEUVILLER LA ROCHE ;67130;NEUVILLER LA ROCHE;;;;67;01/01/1964;31/12/9999
8015;F08740D;NIEDER;366,2627;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFONIEDER;de;niederhaslach;Forêt communale de Niederhaslach;2;2,16703E+13;CFONIEDER;;COMMUNE de NIEDERHASLACH ;67280;NIEDERHASLACH;;;;67;01/01/1964;31/12/9999
8015;F08635C;NORDHEIM;54,923;NON;RF;;;PLAINE;X;21;2,16703E+13;CFONORDHEI;de;nordheim;Forêt communale de Nordheim;2;2,16703E+13;CFONORDHEI;;COMMUNE de NORDHEIM ;67520;NORDHEIM;;;;67;01/01/1964;31/12/9999
8015;F08535G;NOTHALTE;40,3931;NON;RF;;;PLAINE;X;21;2,16703E+13;CFONOTHALT;de;nothalten;Forêt communale de Nothalten;2;2,16703E+13;CFONOTHALT;;COMMUNE de NOTHALTEN ;67680;NOTHALTEN;;;;67;01/01/1964;31/12/9999
8015;F08405G;OBER;519,7142;NON;RF;;;MONTAGNE;X;21;2,16703E+13;CFOOBERHAS;d';oberhaslach;Forêt communale d'Oberhaslach;2;2,16703E+13;CFOOBERHAS;;COMMUNE de OBERHASLACH ;67280;OBERHASLACH;;;;67;01/01/1964;31/12/9999
8015;F08507E;OBERBER;2135,0477;NON;RF;;;PLAINE;I;21;2,16703E+13;CFOOBERNAI;d';obernai-bernardswiller;Forêt communale indivise d'Obernai-Bernardswiller;42;2,56702E+13;CSFOBERNAI;;COMMISSION SYNDICALE FORESTIERE D'OBERNAI;67210;OBERNAI;;;;67;01/01/1964;31/12/9999
8015;F08956L;ODRATZHE;25,536;NON;RF;;;PLAINE;X;21;2,16704E+13;CFOODRATZH;d';odratzheim;Forêt communale d'Odratzheim;2;2,16704E+13;CFOODRATZH;;COMMUNE de ODRATZHEIM ;67520;ODRATZHEIM;;;;67;01/01/1964;31/12/9999
8015;F08768F;OND;363,5617;NON;RF;;;PLAINE;X;39;4,80688E+13;FONDOND;de l';oeuvre notre-dame;Forêt de l'Oeuvre Notre-Dame;2;4,80688E+13;FONDOND;La Ville de Strasbourg est le gestionnaire de cette forêt, L'oeuvre Notre Dame en est le propriétaire,;FONDATION OEUVRE NOTRE DAME ;67000;STRASBOURG;;;;67;01/01/1964;31/12/9999
8015;F08764B;OTTROTT;105,0321;NON;RF;;;PLAINE;X;21;2,16704E+13;CFOOTTROTT;d';ottrott;Forêt communale d'Ottrott;2;2,16704E+13;CFOOTTROTT;;COMMUNE d'OTTROTT ;67530;OTTROTT;;;;67;01/01/1964;31/12/9999
8015;F08423Y;PAROISSE;1,75;NON;RF;;;PLAINE;X;39;1,86708E+13;EGWEST;de la;paroisse luthérienne de westhoffen;Forêt de la Paroisse Luthérienne De Westhoffen;2;1,86708E+13;EGWEST;;CONSEIL PRESBYTERAL PAROISSE PROTESTANTE WESTHOFFEN;67310;WESTHOFFEN;;;;67;01/01/1964;31/12/9999
8015;F08983M;PLAINE;371,3408;NON;RF;;;MONTAGNE;X;21;2,16704E+13;CFOPLAINE;de;plaine;Forêt communale de Plaine;2;2,16704E+13;CFOPLAINE;;COMMUNE de PLAINE ;67420;PLAINE;;;;67;01/01/1964;31/12/9999
